organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	num_segments 	assembly_gc_content	length	num_of_frameshifts	num_of_stop_codons	genome_coverage	n50 	n75	n90	l50 	l75	ref_genome_acc	query_coverage_against_reference	reference_coverage_against_query	percent_identity_against_reference	percent_reads_unaligned	assembly_level	assembly_score
Yersinia frederiksenii	FDAARGOS_729	NZ_CP046294.1	GCA_009730075.1	cellular organisms|Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia	29484	ARGOS_000012	v1.4	HIVEAWS		https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/075/GCF_009730075.1_ASM973007v1/	Plasmid				47.58	4928916				4928916	4928916		1	1	NC_003132.1				3.57	Complete Genome	20
Yersinia intermedia	FDAARGOS_730	NZ_CP046293.1	GCA_009730055.1	cellular organisms|Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia	631	ARGOS_000012	v1.4	HIVEAWS		https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/055/GCF_009730055.1_ASM973005v1/	Chromosome				47.58	4928910				4928910	4928910		1	1	NC_003143.1	49	97.89	52.00	4.48	Complete Genome	23
Yersinia intermedia	FDAARGOS_730	NZ_CP046293.1	GCA_009730055.1	cellular organisms|Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia	631	ARGOS_000012	v1.4	HIVEAWS		https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/055/GCF_009730055.1_ASM973005v1/	Plasmid				47.58	4928910				4928910	4928910		1	1	NC_003131.1				4.48	Complete Genome	20
Yersinia intermedia	FDAARGOS_730	NZ_CP046293.1	GCA_009730055.1	cellular organisms|Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia	631	ARGOS_000012	v1.4	HIVEAWS		https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/055/GCF_009730055.1_ASM973005v1/	Plasmid				47.58	4928910				4928910	4928910		1	1	NC_003134.1				4.48	Complete Genome	20
Yersinia intermedia	FDAARGOS_730	NZ_CP046293.1	GCA_009730055.1	cellular organisms|Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia	631	ARGOS_000012	v1.4	HIVEAWS		https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/055/GCF_009730055.1_ASM973005v1/	Plasmid				47.58	4928910				4928910	4928910		1	1	NC_003132.1				4.48	Complete Genome	20
Yersinia intermedia	FDAARGOS_358	NZ_CP027397.1	GCA_002983625.1	cellular organisms|Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia	631	ARGOS_000012	v1.4	HIVEAWS		https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/625/GCF_002983625.1_ASM298362v1/	Chromosome				47.51	4960650				4960650	4960650		1	1	NC_003143.1	50	97.9	54.00	2.83	Complete Genome	23
Yersinia intermedia	FDAARGOS_358	NZ_CP027397.1	GCA_002983625.1	cellular organisms|Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia	631	ARGOS_000012	v1.4	HIVEAWS		https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/625/GCF_002983625.1_ASM298362v1/	Plasmid				47.51	4960650				4960650	4960650		1	1	NC_003131.1	0	92.22	54.00	2.83	Complete Genome	23
Yersinia intermedia	FDAARGOS_358	NZ_CP027397.1	GCA_002983625.1	cellular organisms|Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia	631	ARGOS_000012	v1.4	HIVEAWS		https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/625/GCF_002983625.1_ASM298362v1/	Plasmid				47.51	4960650				4960650	4960650		1	1	NC_003134.1	0	94.28	54.00	2.83	Complete Genome	23
Yersinia intermedia	FDAARGOS_358	NZ_CP027397.1	GCA_002983625.1	cellular organisms|Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia	631	ARGOS_000012	v1.4	HIVEAWS		https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/625/GCF_002983625.1_ASM298362v1/	Plasmid				47.51	4960650				4960650	4960650		1	1	NC_003132.1				2.83	Complete Genome	20
Influenza A virus	Strain: H1N1		EPI_ISL_16868566	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	PB2			8	42.70	2341	3	0	63200.96	2208	1540	1002	3	5	NC_002023.1	100	98	85.29	93.68	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868566	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	PA			8	42.70	2233	0	1	53003.18	2208	1540	1002	3	5	NC_002022.1	100	98	83.56	94.43	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868566	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	PB1			8	42.70	2341	4	0	54097.82	2208	1540	1002	3	5	NC_002021.1	100	98	82.16	94.55	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868566	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	NS1			8	42.70	890	4	1	24826.18	2208	1540	1002	3	5	NC_002020.1			83.35	96.25	Complete Genome	26
Influenza A virus	Strain: H1N1		EPI_ISL_16868566	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	NP			8	42.70	1565	0	0	27334.17	2208	1540	1002	3	5	NC_002019.1	100	98	85.58	96.28	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868566	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	NA			8	42.70	1413	2	0	20365.92	2208	1540	1002	3	5	NC_002018.1	82	83	81.48	96.57	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868566	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	HA			8	42.70	1778	13	2	11245.11	2208	1540	1002	3	5	NC_002017.1			78.09	97.39	Complete Genome	26
Influenza A virus	Strain: H1N1		EPI_ISL_16868566	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	M1			8	42.70	1027	0	1	4676.91	2208	1540	1002	3	5	NC_002016.1	100	97	88.42	98.6	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868583	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	PB2			8	42.68	2341	3	0	70952.05	2208	1540	1002	3	5	NC_002023.1		98		92.62	Complete Genome	26
Influenza A virus	Strain: H1N1		EPI_ISL_16868583	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	PA			8	42.68	2233	0	1	77279.54	2208	1540	1002	3	5	NC_002022.1		98		91.28	Complete Genome	26
Influenza A virus	Strain: H1N1		EPI_ISL_16868583	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	PB1			8	42.68	2341	4	0	92905.63	2208	1540	1002	3	5	NC_002021.1		98		93.2	Complete Genome	26
Influenza A virus	Strain: H1N1		EPI_ISL_16868583	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	NS1			8	42.68	890	4	1	50153.44	2208	1540	1002	3	5	NC_002020.1				93.95	Complete Genome	25
Influenza A virus	Strain: H1N1		EPI_ISL_16868583	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	NP			8	42.68	1565	0	0	43686.80	2208	1540	1002	3	5	NC_002019.1		98		94.02	Complete Genome	26
Influenza A virus	Strain: H1N1		EPI_ISL_16868583	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	NA			8	42.68	1413	2	0	31776.27	2208	1540	1002	3	5	NC_002018.1		83		94.99	Complete Genome	26
Influenza A virus	Strain: H1N1		EPI_ISL_16868583	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	HA			8	42.68	1778	14	2	15684.77	2208	1540	1002	3	5	NC_002017.1				96.5	Complete Genome	25
Influenza A virus	Strain: H1N1		EPI_ISL_16868583	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	M1			8	42.68	1027			6992.31	2208	1540	1002	3	5	NC_002016.1		97		97.95	Complete Genome	24
Influenza A virus	Strain: H1N1		EPI_ISL_16868559	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	PB2			8	43.03	2341	3	0	478.22	2145	1496	983	3	5	NC_002023.1	100	97	85.13	99.94	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868559	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	PA			8	43.03	2233	0	0	409.38	2145	1496	983	3	5	NC_002022.1	100	96	83.12	99.94	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868559	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	PB1			8	43.03	2341	4	0	385.96	2145	1496	983	3	5	NC_002021.1	99	96	82.01	99.95	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868559	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	NS1			8	43.03	890	0	1	208.01	2145	1496	983	3	5	NC_002020.1				99.96	Complete Genome	25
Influenza A virus	Strain: H1N1		EPI_ISL_16868559	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	NP			8	43.03	1565	0	0	178.12	2145	1496	983	3	5	NC_002019.1	100	95	85.43	99.96	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868559	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	NA			8	43.03	1413	2	0	153.92	2145	1496	983	3	5	NC_002018.1	82	81	81.14	99.97	Complete Genome	28
Influenza A virus	Strain: H1N1		EPI_ISL_16868559	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	HA			8	43.03	1778	13	2	73.05	2145	1496	983	3	5	NC_002017.1				99.98	Complete Genome	25
Influenza A virus	Strain: H1N1		EPI_ISL_16868559	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57769	https://data.argosdb.org/	M1			8	43.03	1027	0	1	31.84	2145	1496	983	3	5	NC_002016.1	100	95	88.76	99.99	Complete Genome	28
Influenza A virus	Strain: H3N2		GCA_000865085.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	61084	https://data.argosdb.org/	PB2			8	42.93	13627	0	0		2233	1566		3	5	NC_007373.1	100	100	100.00	0	Complete Genome	26
Influenza A virus	Strain: H3N2		GCA_000865085.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	61084	https://data.argosdb.org/	PA			8	42.93	13627	0	0		2233	1566		3	5	NC_007372.1	100	100	100.00	0	Complete Genome	26
Influenza A virus	Strain: H3N2		GCA_000865085.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	61084	https://data.argosdb.org/	PB1			8	42.93	13627	0	0		2233	1566		3	5	NC_007371.1	100	100	100.00	0	Complete Genome	26
Influenza A virus	Strain: H3N2		GCA_000865085.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	61084	https://data.argosdb.org/	NS1			8	42.93	13627	0	0		2233	1566		3	5	NC_007366.1	100	100	100.00	0	Complete Genome	26
Influenza A virus	Strain: H3N2		GCA_000865085.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	61084	https://data.argosdb.org/	NP			8	42.93	13627	0	0		2233	1566		3	5	NC_007369.1	100	100	100.00	0	Complete Genome	26
Influenza A virus	Strain: H3N2		GCA_000865085.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	61084	https://data.argosdb.org/	NA			8	42.93	13627	0	0		2233	1566		3	5	NC_007368.1	100	100	100.00	0	Complete Genome	26
Influenza A virus	Strain: H3N2		GCA_000865085.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	61084	https://data.argosdb.org/	HA			8	42.93	13627	0	0		2233	1566		3	5	NC_007367.1	100	100	100.00	0	Complete Genome	26
Influenza A virus	Strain: H3N2		GCA_000865085.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	61084	https://data.argosdb.org/	M1			8	42.93	13627	0	0		2233	1566		3	5	NC_007370.1	100	100	100.00	0	Complete Genome	26
Influenza A virus	Strain: H3N2		EPI_ISL_16868560	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB2			8	43.23	13140	0	0		2191	1512		3	5	NC_007373.1		98			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868560	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PA			8	43.23	13140	0	0		2191	1512		3	5	NC_007372.1		97			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868560	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB1			8	43.23	13140	0	0		2191	1512		3	5	NC_007371.1		98			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868560	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NS1			8	43.23	13140	0	0		2191	1512		3	5	NC_007366.1		94			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868560	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NP			8	43.23	13140	0	0		2191	1512		3	5	NC_007369.1	100	96	96.96		Complete Genome	25
Influenza A virus	Strain: H3N2		EPI_ISL_16868560	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NA			8	43.23	13140	0	0		2191	1512		3	5	NC_007368.1		96			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868560	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	HA			8	43.23	13140	0	0		2191	1512		3	5	NC_007367.1		95			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868560	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	M1			8	43.23	13140	0	0		2191	1512		3	5	NC_007370.1		90			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868561	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB2			8	43.27	13063	0	0		2185	1503		3	5	NC_007373.1		98			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868561	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PA			8	43.27	13063	0	0		2185	1503		3	5	NC_007372.1		97			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868561	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB1			8	43.27	13063	0	0		2185	1503		3	5	NC_007371.1		97			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868561	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NS1			8	43.27	13063	0	0		2185	1503		3	5	NC_007366.1		93			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868561	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NP			8	43.27	13063	0	0		2185	1503		3	5	NC_007369.1	100	95	97.07		Complete Genome	25
Influenza A virus	Strain: H3N2		EPI_ISL_16868561	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NA			8	43.27	13063	0	0		2185	1503		3	5	NC_007368.1		92			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868561	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	HA			8	43.27	13063	0	0		2185	1503		3	5	NC_007367.1		95			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868561	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	M1			8	43.27	13063	0	0		2185	1503		3	5	NC_007370.1		89			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16840852	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB2			8	43.22	12523	0	0		2156	1381		3	5	NC_007373.1		96			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16840852	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PA			8	43.22	12523	0	0		2156	1381		3	5	NC_007372.1		92			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16840852	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB1			8	43.22	12523	0	0		2156	1381		3	5	NC_007371.1		96			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16840852	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NS1			8	43.22	12523	0	0		2156	1381		3	5	NC_007366.1		93			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16840852	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NP			8	43.22	12523	0	0		2156	1381		3	5	NC_007369.1	100	88	96.81		Complete Genome	25
Influenza A virus	Strain: H3N2		EPI_ISL_16840852	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	NA			8	43.22	12523	0	0		2156	1381		3	5	NC_007368.1		83			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16840852	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	HA			8	43.22	12523	0	0		2156	1381		3	5	NC_007367.1		92			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16840852	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	M1			8	43.22	12523	0	0		2156	1381		3	5	NC_007370.1		81			Complete Genome	23
Influenza A virus	Strain: H3N2		EPI_ISL_16868567	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus	11320	ARGOS_000012	v1.4	HIVE2	57753	https://data.argosdb.org/	PB2			8	43.11	13426	0	0		2222	1556		3	5	NC_007373.1		99		99.99	Complete Genome	24
