organism_name	infraspecific_name	lineage	genome_assembly_id	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	strain	bioproject	biosample	sra_run_id	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	avg_phred_score	min_read_length	num_reads_unique	pos_outlier_count	avg_read_length	max_read_length	strategy	wgs_accession	instrument	id_method	codon_table	percent_coding	percent_not_coding	density_n_per_read	complexity_percent	non_complex_percent	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_c	count_g	count_t
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600649	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_2.fastq	SRA	52.23	9.7522	52		2619	5703.5	19632	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.17|0.0|0.0|0.0|0.0|0.0|0.33|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|0.83|1.0|1.0|1.0|1.0|1.0|0.67|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0|1|5|8|18	100	0	9.199	9.868	9.982	9.718	7509	8094	9778	8840
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600648	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_21.fastq	SRA	48.76	9.8929	350		54	1963.3333	3085	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.33|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.67|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0|1|2	100	0	9.272	10.306	10.359	9.586	5891	5499	5989	6181
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600647	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_19.fastq	SRA	46.48	9.5675	337		1381	3336.5882	12891	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.12|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.88|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0|1|5	100	0	8.729	10.106	9.954	9.278	14119	10515	15852	16236
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600646	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_17.fastq	SRA	48.70	9.938	524		143	2858.6316	5883	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.05|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|0.95|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0|1	100	0	9.228	10.536	10.34	9.534	13451	12032	14418	14413
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600645	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_15.fastq	SRA	48.74	10.0508	99		119	2371.6522	4762	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.04|0.0|0.0|0.0|0.0|0.0|0.17|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|0.96|1.0|1.0|1.0|1.0|1.0|0.83|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0|1|4|16	100	0	9.423	10.582	10.555	9.534	13752	12069	14518	14209
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600644	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_13.fastq	SRA	48.08	9.7447	4		1662	2947.9	14740	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.17|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.83|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0|1	100	0	9.132	10.196	10.125	9.452	22233	19686	22838	23680
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600643	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_11.fastq	SRA	48.72	10.1554	28		433	2808.8201	18506	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.03|0.03|0.06|0.06|0.06|0.08|0.06|0.06|0.03|0.03|0.06|0.29|0.04|0.06|0.02|0.03|0.06|0.06|0.03	0.97|0.97|0.94|0.94|0.94|0.92|0.94|0.94|0.97|0.97|0.94|0.71|0.96|0.94|0.98|0.97|0.94|0.94|0.97	0|1	100	0	9.652	10.397	10.527	10.006	132137	121581	137066	140083
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600642	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_9.fastq	SRA	49.36	10.2794	3		75	3948.5296	15293	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.03|0.02|0.05|0.05|0.05|0.06|0.05|0.05|0.03|0.03|0.05|0.17|0.03|0.05|0.02|0.03|0.05|0.05|0.03	0.97|0.98|0.95|0.95|0.95|0.94|0.95|0.95|0.97|0.97|0.95|0.83|0.97|0.95|0.98|0.97|0.95|0.95|0.97	0|1|2|3|4|6|15	99.7	0.3	9.759	10.602	10.688	10.019	1270400	1196345	1335479	1326916
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600641	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_7.fastq	SRA	49.57	10.3093	1		0	5872.666	28350	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.03|0.03|0.03|0.04|0.03|0.03|0.01|0.01|0.03|0.1|0.02|0.03|0.01|0.01|0.03|0.03|0.01	0.99|0.99|0.97|0.97|0.97|0.96|0.97|0.97|0.99|0.99|0.97|0.9|0.98|0.97|0.99|0.99|0.97|0.97|0.99	0|1|2|3|4|5|6|7|8|9|13|15|16|20|25|28|33|38	99.8	0.2	9.758	10.63	10.733	10.056	6227786	5922298	6665153	6578171
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600640	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_5.fastq	SRA	49.75	10.1367	1		0	7863.3026	32768	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.02|0.02|0.02|0.03|0.02|0.02|0.01|0.01|0.02|0.07|0.01|0.02|0.01|0.01|0.02|0.02|0.01	0.99|0.99|0.98|0.98|0.98|0.97|0.98|0.98|0.99|0.99|0.98|0.93|0.99|0.98|0.99|0.99|0.98|0.98|0.99	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|30|31|32|34|36|38|39|40|41|42|43|47|49|53|57|59|66|70	99.7	0.3	9.577	10.471	10.541	9.883	19112035	18201094	20592976	20093304
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600639	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_3.fastq	SRA	49.60	9.8461	1		0	8016.5268	32768	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.01|0.01|0.02|0.02|0.02|0.04|0.02|0.02|0.01|0.01|0.02|0.08|0.02|0.02|0.01|0.01|0.02|0.02|0.01	0.99|0.99|0.98|0.98|0.98|0.96|0.98|0.98|0.99|0.99|0.98|0.92|0.98|0.98|0.99|0.99|0.98|0.98|0.99	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|55|57|58|59|60|61|62|64|66|69|76|85	99.6	0.4	9.257	10.156	10.186	9.662	64391949	60344649	69746261	67938268
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000019	v1.4	HIVE1	600637	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_1.fastq	SRA	48.74	7.7164	8		233	11323.0175	32768	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.21|0.2|0.25|0.25|0.25|0.33|0.25|0.25|0.21|0.21|0.25|0.36|0.24|0.25|0.19|0.21|0.25|0.25|0.21	0.79|0.8|0.75|0.75|0.75|0.67|0.75|0.75|0.79|0.79|0.75|0.64|0.76|0.75|0.81|0.79|0.75|0.75|0.79	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|100	74.6	25.4	7.129	7.065	7.019	7.863	395647714	312168533	545747993	534160268
Influenza A virus	(A/WA/07961/2022(H1N1))	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868566	211044	ARGOS_000019	v1.4	HIVE2	57728		PRJNA917703	SAMN32803954	SRR23143755	SRR23143755_1.fastq	SRA	47.23	31.6855	1		0	150.9792	151	WGS		NextSeq 2000		Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.82|0.23|0.92|0.92|0.92|1.0|0.92|0.92|0.82|0.82|0.92|1.0|0.91|0.92|0.61|0.82|0.92|0.92|0.82	0.18|0.77|0.08|0.08|0.08|0.0|0.08|0.08|0.18|0.18|0.08|0.0|0.09|0.08|0.39|0.18|0.08|0.08|0.18	0|1	82.2	17.8	31.9188	31.414	31.7734	31.6398	89612765	78751264	82318969	90327118
Influenza A virus	(A/WA/07961/2022(H1N1))	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868566	211044	ARGOS_000019	v1.4	HIVE2	57728		PRJNA917703	SAMN32803954	SRR23143755	SRR23143755_2.fastq	SRA	46.69	31.8815	19		0	150.9372	151	WGS		NextSeq 2000		Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.81|0.44|0.94|0.94|0.94|0.99|0.94|0.94|0.81|0.81|0.94|1.0|0.9|0.94|0.52|0.81|0.94|0.94|0.81	0.19|0.56|0.06|0.06|0.06|0.01|0.06|0.06|0.19|0.19|0.06|0.0|0.1|0.06|0.48|0.19|0.06|0.06|0.19	0|1|2|4	83.1	16.9	31.6294	31.8923	32.0713	31.9592	89534838	76844135	82315041	92221378
Influenza A virus	(A/WA/31872/2022(H3N2))	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868571	211044	ARGOS_000019	v1.4	HIVE2	57729		PRJNA917703	SAMN32803968	SRR23143790	SRR23143790_1.fastq	SRA	31.61	31.6099	1		0	150.9782	151	WGS		NextSeq 2000		Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.93|0.46|0.98|0.98|0.98|1.0|0.98|0.98|0.93|0.93|0.98|1.0|0.96|0.98|0.65|0.93|0.98|0.98|0.93	0.07|0.54|0.02|0.02|0.02|0.0|0.02|0.02|0.07|0.07|0.02|0.0|0.04|0.02|0.35|0.07|0.02|0.02|0.07	0|1	85.7	14.3	31.8834	31.3665	31.5976	31.5921	147973115	138222314	138547890	149142613
Influenza A virus	(A/WA/31872/2022(H3N2))	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868571	211044	ARGOS_000019	v1.4	HIVE2	57729		PRJNA917703	SAMN32803968	SRR23143790	SRR23143790_2.fastq	SRA	31.89	31.8907	19		0	150.9384	151	WGS		NextSeq 2000		Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.85|0.45|0.97|0.97|0.97|0.99|0.97|0.97|0.85|0.85|0.97|1.0|0.9|0.97|0.49|0.85|0.97|0.97|0.85	0.15|0.55|0.03|0.03|0.03|0.01|0.03|0.03|0.15|0.15|0.03|0.0|0.1|0.03|0.51|0.15|0.03|0.03|0.15	0|1|2|3|4|5	86.5	13.5	31.5673	32.1374	31.9825	31.8722	146640799	135961538	141246675	149885990
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868557	211044	ARGOS_000019	v1.4	HIVE2	56808		PRJNA917703	SAMN32803953	SRR23143756	SRR23143756_1.fastq	SRA	53.06	29.6397	64		0	150.9777	151	WGS		NextSeq 2000		Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.92|0.69|0.96|0.96|0.96|1.0|0.96|0.96|0.92|0.92|0.96|1.0|0.95|0.96|0.86|0.92|0.96|0.96|0.92	0.08|0.31|0.04|0.04|0.04|0.0|0.04|0.04|0.08|0.08|0.04|0.0|0.05|0.04|0.14|0.08|0.04|0.04|0.08	0|1	68.2	31.8	29.927	28.29	30.742	29.321	17045791	17031719	23132160	18484818
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868557	211044	ARGOS_000019	v1.4	HIVE2	56808		PRJNA917703	SAMN32803953	SRR23143756	SRR23143756_2.fastq	SRA	55.03	30.4027	19		0	150.9328	151	WGS		NextSeq 2000		Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.91|0.7|0.96|0.96|0.96|1.0|0.96|0.96|0.91|0.91|0.96|1.0|0.97|0.96|0.77|0.91|0.96|0.96|0.91	0.09|0.3|0.04|0.04|0.04|0.0|0.04|0.04|0.09|0.09|0.04|0.0|0.03|0.04|0.23|0.09|0.04|0.04|0.09	0|1	67.5	32.5	29.997	29.954	31.075	30.265	15815361	16555842	25084307	18216474
