organism_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method	biosample_score
Yersinia pseudotuberculosis	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex	633	ARGOS_000020	v1.4	PRJNA231221	SAMN06173355	FDAARGOS_342	GCA_003546905.1	FDAARGOS_342	NA	Not Applicable	FDA CBER < ATCC	1952	USA:MD	turkey from Sweden	Not Applicable	FDA:FDAARGOS_342	Turkey	Not Applicable	Missing	Localized tissue necrosis and granulomas in the spleen, liver, and lymph node	Tuberculosis-like symptoms	Missing	Missing	Not Applicable	Phenotypic identification	NA
Yersinia pseudotuberculosis	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex	633	ARGOS_000020	v1.4	PRJNA231221	SAMN06173355	FDAARGOS_342	GCA_003546905.1	FDAARGOS_342	NA	Not Applicable	FDA CBER < ATCC	1952	USA:MD	turkey from Sweden	Not Applicable	FDA:FDAARGOS_342	Turkey	Not Applicable	Missing	Localized tissue necrosis and granulomas in the spleen, liver, and lymph node	Tuberculosis-like symptoms	Missing	Missing	Not Applicable	Phenotypic identification	NA
Yersinia pseudotuberculosis	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex	633	ARGOS_000020	v1.4	PRJNA231221	SAMN07312460	FDAARGOS_416	GCA_002554645.1	FDAARGOS_416	NA	Not Applicable	USAMRIID < ATCC < NCTC-UK	Missing	Missing	spleen	Not Applicable	FDA:FDAARGOS_416	Rabbit	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic characterization	NA
Yersinia pseudotuberculosis	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex	633	ARGOS_000020	v1.4	PRJNA231221	SAMN07312460	FDAARGOS_416	GCA_002554645.1	FDAARGOS_416	NA	Not Applicable	USAMRIID < ATCC < NCTC-UK	Missing	Missing	spleen	Not Applicable	FDA:FDAARGOS_416	Rabbit	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic characterization	NA
Yersinia sp. FDAARGOS_228	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; unclassified Yersinia (in: enterobacteria)	1839800	ARGOS_000020	v1.4	PRJNA231221	SAMN04875565	FDAARGOS_228	GCA_002073315.2	FDAARGOS_228	NA	Not Applicable	USAMRIID	Missing	USA:MD	lymph node tissue	Not Applicable	FDA:FDAARGOS_228	Wildlife	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	NA
Yersinia sp. FDAARGOS_228	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; unclassified Yersinia (in: enterobacteria)	1839800	ARGOS_000020	v1.4	PRJNA231221	SAMN04875565	FDAARGOS_228	GCA_002073315.2	FDAARGOS_228	NA	Not Applicable	USAMRIID	Missing	USA:MD	lymph node tissue	Not Applicable	FDA:FDAARGOS_228	Wildlife	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN16357235	FDAARGOS_1066	GCA_016127835.1	FDAARGOS_1066	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:17420	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN16357235	FDAARGOS_1066	GCA_016127835.1	FDAARGOS_1066	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:17420	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN16357236	FDAARGOS_1067	GCA_016127435.1	FDAARGOS_1067	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:24522	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN16357236	FDAARGOS_1067	GCA_016127435.1	FDAARGOS_1067	NA	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:24522	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN13450408	FDAARGOS_878	GCA_016028495.1	FDAARGOS_878	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:17058	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN13450408	FDAARGOS_878	GCA_016028495.1	FDAARGOS_878	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:17058	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN02934521	FDAARGOS_70	GCA_000783815.2	FDAARGOS_70	NA	Not Applicable	Children's National Hospital	41481	USA	abscess	Not Applicable	FDA:FDAARGOS_70	Homo sapiens	16M	Missing	Abscess	Missing	Missing	Missing	male	phenotypic identification	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN02934521	FDAARGOS_70	GCA_000783815.2	FDAARGOS_70	NA	Not Applicable	Children's National Hospital	41481	USA	abscess	Not Applicable	FDA:FDAARGOS_70	Homo sapiens	16M	Missing	Abscess	Missing	Missing	Missing	male	phenotypic identification	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN02934521	FDAARGOS_70	GCA_000783815.2	FDAARGOS_70	NA	Not Applicable	Children's National Hospital	41481	USA	abscess	Not Applicable	FDA:FDAARGOS_70	Homo sapiens	16M	Missing	Abscess	Missing	Missing	Missing	male	phenotypic identification	NA
Salmonella enterica subsp. enterica serovar Heidelberg		611	ARGOS_000020	v1.4	PRJNA231221	SAMN03255434	FDAARGOS_54	GCA_001188125.2	FDAARGOS_54	NA	Not Applicable	FDA CFSAN	Missing	Brazil	environmental	Not Applicable	FDA:FDAARGOS_54	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	phenotypic identification	NA
Salmonella enterica subsp. enterica serovar Heidelberg		611	ARGOS_000020	v1.4	PRJNA231221	SAMN03255434	FDAARGOS_54	GCA_001188125.2	FDAARGOS_54	NA	Not Applicable	FDA CFSAN	Missing	Brazil	environmental	Not Applicable	FDA:FDAARGOS_54	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	phenotypic identification	NA
Salmonella enterica subsp. enterica serovar Heidelberg		611	ARGOS_000020	v1.4	PRJNA231221	SAMN03255434	FDAARGOS_54	GCA_001188125.2	FDAARGOS_54	NA	Not Applicable	FDA CFSAN	Missing	Brazil	environmental	Not Applicable	FDA:FDAARGOS_54	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	phenotypic identification	NA
Salmonella enterica subsp. enterica serovar Heidelberg		611	ARGOS_000020	v1.4	PRJNA231221	SAMN03255434	FDAARGOS_54	GCA_001188125.2	FDAARGOS_54	NA	Not Applicable	FDA CFSAN	Missing	Brazil	environmental	Not Applicable	FDA:FDAARGOS_54	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	phenotypic identification	NA
Salmonella enterica subsp. enterica serovar Saintpaul	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	90105	ARGOS_000020	v1.4	PRJNA231221	SAMN07312417	FDAARGOS_373	GCA_002386325.1	FDAARGOS_373	NA	Not Applicable	George Washington University	41821	USA:DC	clinical isolate	Not Applicable	FDA:FDAARGOS_373	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Phenotypic characterization	NA
Salmonella enterica subsp. enterica serovar Saintpaul	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	90105	ARGOS_000020	v1.4	PRJNA231221	SAMN07312417	FDAARGOS_373	GCA_002386325.1	FDAARGOS_373	NA	Not Applicable	George Washington University	41821	USA:DC	clinical isolate	Not Applicable	FDA:FDAARGOS_373	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Phenotypic characterization	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056483	FDAARGOS_768	GCA_006365335.1	FDAARGOS_768	NA	Not applicable	NIST<ATCC	Unknown	USA:VA	ATCC Isolate	Not applicable	ATCC:700720	NIST Mixed Microbial RM strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056483	FDAARGOS_768	GCA_006365335.1	FDAARGOS_768	NA	Not applicable	NIST<ATCC	Unknown	USA:VA	ATCC Isolate	Not applicable	ATCC:700720	NIST Mixed Microbial RM strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056427	FDAARGOS_712	GCA_009730015.1	FDAARGOS_712	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_712	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056427	FDAARGOS_712	GCA_009730015.1	FDAARGOS_712	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_712	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056480	FDAARGOS_765	GCA_006364755.1	FDAARGOS_765	NA	Not applicable	NIST<ATCC	Unknown	USA:VA	ATCC Isolate	Not applicable	ATCC:12324	NIST Mixed Microbial RM strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056480	FDAARGOS_765	GCA_006364755.1	FDAARGOS_765	NA	Not applicable	NIST<ATCC	Unknown	USA:VA	ATCC Isolate	Not applicable	ATCC:12324	NIST Mixed Microbial RM strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056402	FDAARGOS_687	GCA_009729975.1	FDAARGOS_687	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_687	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056402	FDAARGOS_687	GCA_009729975.1	FDAARGOS_687	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_687	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056403	FDAARGOS_688	GCA_009729955.1	FDAARGOS_688	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_688	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056403	FDAARGOS_688	GCA_009729955.1	FDAARGOS_688	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_688	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056422	FDAARGOS_707	GCA_009729935.1	FDAARGOS_707	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_707	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056422	FDAARGOS_707	GCA_009729935.1	FDAARGOS_707	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_707	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056422	FDAARGOS_707	GCA_009729935.1	FDAARGOS_707	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_707	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056422	FDAARGOS_707	GCA_009729935.1	FDAARGOS_707	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_707	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056423	FDAARGOS_708	GCA_009729915.1	FDAARGOS_708	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_708	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056423	FDAARGOS_708	GCA_009729915.1	FDAARGOS_708	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_708	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056423	FDAARGOS_708	GCA_009729915.1	FDAARGOS_708	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_708	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056425	FDAARGOS_710	GCA_009729895.1	FDAARGOS_710	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_710	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056425	FDAARGOS_710	GCA_009729895.1	FDAARGOS_710	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_710	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN11056425	FDAARGOS_710	GCA_009729895.1	FDAARGOS_710	NA	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_710	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN13450458	FDAARGOS_928	GCA_016026715.1	FDAARGOS_928	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:18522	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000020	v1.4	PRJNA231221	SAMN13450458	FDAARGOS_928	GCA_016026715.1	FDAARGOS_928	NA	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:18522	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	NA
Salmonella enterica subsp. enterica serovar Typhimurium	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	90371	ARGOS_000020	v1.4	PRJNA231221	SAMN06173330	FDAARGOS_317	GCA_002984285.1	FDAARGOS_317	NA	Not Applicable	FDA CVM < CDC	2012	Missing	stool	Not Applicable	FDA:FDAARGOS_317	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Phenotypic identification	NA
Salmonella enterica subsp. enterica serovar Typhimurium	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	90371	ARGOS_000020	v1.4	PRJNA231221	SAMN06173330	FDAARGOS_317	GCA_002984285.1	FDAARGOS_317	NA	Not Applicable	FDA CVM < CDC	2012	Missing	stool	Not Applicable	FDA:FDAARGOS_317	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Phenotypic identification	NA
