organism_name	infraspecific_name	lineage	genome_assembly_id	taxonomy_id	sra_run_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	bioproject	biosample	strain	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	n_content	avg_phred_score	avg_read_length	max_read_length	min_read_length	num_reads_unique	pos_outlier_count	codon_table	percent_coding	percent_not_coding	density_n_per_read	complexity_percent	non_complex_percent	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_t	count_g	count_c	count_n	instrument	id_method	wgs_accession	strategy	ngs_score
Alistipes senegalensis	E7	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes	NA	1288121	SRR17133870	ARGOS_000009	v1.4	PACBIO_SMRT	PL100188482-1_S64049_20210806_D01_bc1015-bc1015_experiment	PRJNA231221	SRS11226373	FDAARGOS_1578	SRR17133870	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR17133870/SRR17133870	55.55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.09E+08	8.62E+08	1.09E+09	1.12E+09	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Vibrio alginolyticus	ATCC 33868	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	663	SRR2817448	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045832-1_RS42150_20140814_B01-1_experiment	PRJNA231221	SRS1134742	FDAARGOS_108	SRR2817448	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2817448/SRR2817448	46.04	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.08E+08	3.91E+08	3.35E+08	3.46E+08	0	PACBIO_SMRT	16S and MLST	NA	WGS	NA
Bacteroides thetaiotaomicron	DSM 2255	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	NA	818	SRR12047085	ARGOS_000009	v1.4	PACBIO_SMRT	PL100106873-1_RS42150_20181109_F02-1_experiment	PRJNA231221	SRS6867623	FDAARGOS_935	SRR12047085	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12047085/SRR12047085	41.92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.01E+08	3.13E+08	2.32E+08	2.11E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Salmonella enterica subsp. houtenae	01-0133	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	NA	59205	SRR1950253	ARGOS_000009	v1.4	PACBIO_SMRT	PL100041755-1_RS42150_20140312_A06-2_experiment	PRJNA231221	SRS891669	FDAARGOS_55	SRR1950253	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1950253/SRR1950253	52.65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02E+08	3.55E+08	4.07E+08	4.34E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Campylobacter ureolyticus	DSM 20703	cellular organisms; Bacteria; Pseudomonadota; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	NA	827	SRR12935279	ARGOS_000009	v1.4	PACBIO_SMRT	PL100132580-2_S54024R1_20200129_A01_experiment	PRJNA231221	SRS7616987	FDAARGOS_1102	SRR12935279	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12935279/SRR12935279	30.91	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.71E+08	9.39E+08	4.00E+08	4.10E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus pseudintermedius	DSM 25714	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group	NA	283734	SRR12826211	ARGOS_000009	v1.4	PACBIO_SMRT	PL100129094-1_RS42150_20190719_F01-1_experiment	PRJNA231221	SRS7520171	FDAARGOS_1073	SRR12826211	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12826211/SRR12826211	40.25	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54532293	72240114	45898746	39485804	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Pantoea sp. FDAARGOS_194	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; unclassified Pantoea	NA	1975707	SRR4120066	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045888A-1_RS42150_20150417_C01-1_experiment	PRJNA231221	SRS1665745	FDAARGOS_194	SRR4120066	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR4120066/SRR4120066	56.67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.13E+08	5.65E+08	7.84E+08	7.56E+08	0	PACBIO_SMRT	Phenotypic identification	NA	WGS	NA
Escherichia coli	EcGH1071	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR13670001	ARGOS_000009	v1.4	ILLUMINA	IL100148049_K00134_20191220_L8_experiment	PRJNA231221	SRS8222958	FDAARGOS_1276	SRR13670001	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13670001/SRR13670001	50.07	0.018344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.27E+08	5.25E+08	5.28E+08	5.27E+08	386610	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Aeromonas sp. FDAARGOS 1409	A703232	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; unclassified Aeromonas	NA	2778058	SRR15079696	ARGOS_000009	v1.4	ILLUMINA	IL100157005_A00904_20200619_L1_experiment	PRJNA231221	SRS9433029	FDAARGOS 1409	SRR15079696	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15079696/SRR15079696	62.83	0.001313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.20E+08	7.12E+08	1.21E+09	1.21E+09	50574	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Niallia circulans		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Niallia	NA	1397	SRR9641617	ARGOS_000009	v1.4	PACBIO_SMRT	PL100098891-1_RS42150_20180302_E01-1_experiment	PRJNA231221	SRS5061481	FDAARGOS_783	SRR9641617	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9641617/SRR9641617	37.44	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.36E+08	4.55E+08	2.86E+08	2.47E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Vibrio alginolyticus	J207	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	NA	663	SRR2817474	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045834-1_RS42150_20140814_C01-2_experiment	PRJNA231221	SRS1134761	FDAARGOS_110	SRR2817474	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2817474/SRR2817474	46.62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61E+08	3.27E+08	2.89E+08	3.13E+08	0	PACBIO_SMRT	16S and MLST	NA	WGS	NA
Gemella morbillorum	strain M424	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillales incertae sedis; Bacillales Family XI. Incertae Sedis; Gemella	NA	29391	SRR9176592	ARGOS_000009	v1.4	ILLUMINA	IL100091438_K00134_20170822_L3_experiment	PRJNA231221	SRS4860283	FDAARGOS_741	SRR9176592	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9176592/SRR9176592	30.73	0.019199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.44E+08	8.44E+08	3.75E+08	3.74E+08	468120	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Streptococcus intermedius	strain F0413	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group	NA	1338	SRR9641603	ARGOS_000009	v1.4	ILLUMINA	IL100092797_K00134_20171025_L4_experiment	PRJNA231221	SRS5061476	FDAARGOS_769	SRR9641603	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9641603/SRR9641603	37.64	0.005061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.18E+08	4.19E+08	2.53E+08	2.53E+08	67948	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Haemophilus aegyptius	DSM 21187	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	NA	197575	SRR16263440	ARGOS_000009	v1.4	PACBIO_SMRT	PL100169598-1_S54024R1_20210617_B01_bc1003-bc1003_experiment	PRJNA231221	SRS10502023	FDAARGOS_1478	SRR16263440	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR16263440/SRR16263440	39.05	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.60E+08	5.93E+08	3.69E+08	3.69E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Citrobacter portucalensis	strain 4_7_47CFAA	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex	NA	1639133	SRR9176586	ARGOS_000009	v1.4	ILLUMINA	IL100091434_K00134_20170822_L3_experiment	PRJNA231221	SRS4860280	FDAARGOS_738	SRR9176586	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9176586/SRR9176586	51.85	0.019326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.08E+08	6.07E+08	6.55E+08	6.54E+08	487873	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Vibrio mimicus	ATCC 33654	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	NA	674	SRR2818035	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045836-1_RS42150_20140729_C01-2_experiment	PRJNA231221	SRS1134786	FDAARGOS_112	SRR2818035	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2818035/SRR2818035	46.8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46E+08	1.32E+08	1.23E+08	1.22E+08	0	PACBIO_SMRT	16S and MLST	NA	WGS	NA
Eastern equine encephalitis virus	EEEV	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus	NA	11021	SRR7167641	ARGOS_000009	v1.4	ILLUMINA	IL100063634_K00134_20151118_L8_experiment	PRJNA231221	SRS3302653	FDAARGOS_457	SRR7167641	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7167641/SRR7167641	45.48	0.009528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.95E+08	6.88E+08	5.84E+08	5.70E+08	241814	ILLUMINA	RT-PCR and amplicon sequencing	NA	WGS	NA
Burkholderia ambifaria	BAA-244D-5	cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	NA	152480	SRR12825863	ARGOS_000009	v1.4	PACBIO_SMRT	PL100080955-1_S54024R1_20190320_D01_experiment	PRJNA231221	SRS7519879	FDAARGOS_1027	SRR12825863	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12825863/SRR12825863	64.81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.58E+08	7.02E+08	1.23E+09	1.27E+09	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Delftia acidovorans	DSM 17854	cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	NA	80866	SRR12047132	ARGOS_000009	v1.4	PACBIO_SMRT	PL100106877-1_RS42150_20181127_B02-1_experiment	PRJNA231221	SRS6867665	FDAARGOS_939	SRR12047132	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12047132/SRR12047132	56.72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57104645	72162146	89260540	80145263	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Nocardia asteroides		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Corynebacteriales; Nocardiaceae; Nocardia	NA	1824	SRR17126306	ARGOS_000009	v1.4	PACBIO_SMRT	PL100198821-1_S64018_20211025_D01_bc1018-bc1018_experiment	PRJNA231221	SRS11219841	FDAARGOS_1622	SRR17126306	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR17126306/SRR17126306	66.72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.58E+09	2.59E+09	5.12E+09	5.25E+09	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Escherichia coli	EcSC0025	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR13672951	ARGOS_000009	v1.4	ILLUMINA	IL100148252_K00134_20191220_L8_experiment	PRJNA231221	SRS8224579	FDAARGOS_1287	SRR13672951	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13672951/SRR13672951	50.08	0.01727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.65E+08	6.62E+08	6.65E+08	6.67E+08	459197	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Elizabethkingia miricola	33958D	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	NA	172045	SRR12825877	ARGOS_000009	v1.4	PACBIO_SMRT	PL100080962-1_S54024R1_20190329_D01_experiment	PRJNA231221	SRS7519888	FDAARGOS_1031	SRR12825877	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12825877/SRR12825877	37.18	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03E+09	1.10E+09	6.06E+08	6.55E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Escherichia coli	CDC 2009EL-2071	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR5878835	ARGOS_000009	v1.4	ILLUMINA	IL100066315_K00134_20160216_L6_experiment	PRJNA231221	SRS2393313	FDAARGOS_401	SRR5878835	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5878835/SRR5878835	49.32	0.004729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.21E+08	9.17E+08	8.93E+08	8.97E+08	171599	ILLUMINA	Phenotypic characterization	NA	WGS	NA
Shigella flexneri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	NA	623	SRR9172125	ARGOS_000009	v1.4	PACBIO_SMRT	PL100081666-1_RS42150_20170526_C01-1_experiment	PRJNA231221	SRS4857652	FDAARGOS_714	SRR9172125	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9172125/SRR9172125	49.29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.59E+08	3.80E+08	3.87E+08	3.32E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Corynebacterium kroppenstedtii	DSM 44800	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Corynebacteriales; Corynebacteriaceae; Corynebacterium	NA	161879	SRR13181466	ARGOS_000009	v1.4	PACBIO_SMRT	PL100132595A-1_S54024R1_20191118_C01_bc1003-bc1003_experiment	PRJNA231221	SRS7821724	FDAARGOS_1194	SRR13181466	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13181466/SRR13181466	55.91	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.56E+08	4.88E+08	5.94E+08	6.04E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Aspergillus niger	ATCC 1015D-2; A1144 3528.7 [ATCC 10582, CBS 113.46, IMI 31821, LSHB Ac4, NCTC 3858a, NRRL 1278, NRRL 328, NRRL 350, NRRL 511, TC 167] ; Produces citric acid, degrades apple pomace; ATCC 1015D-2; A1144 3528.7 [ATCC 10582, CBS 113.46, IMI 31821, LSHB Ac4, NCTC 3858a, NRRL 1278, NRRL 328, NRRL 350, NRRL 511, TC 167] ; industrial biotechnology uses	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus; Aspergillus subgen. Circumdati	NA	5061	SRR5449085	ARGOS_000009	v1.4	PACBIO_SMRT	PL100054228-1_RS42150_20160108_B01-1_experiment	PRJNA231221	SRS2125017	FDAARGOS_311	SRR5449085	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5449085/SRR5449085	47.7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.26E+08	6.44E+08	6.22E+08	5.37E+08	0	PACBIO_SMRT	Culture	NA	WGS	NA
Escherichia coli	P106A001 #1	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR15076406	ARGOS_000009	v1.4	PACBIO_SMRT	PL100146148-1_S54024R1_20200519_D01_bc1003-bc1003_experiment	PRJNA231221	SRS9431078	FDAARGOS_1384	SRR15076406	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15076406/SRR15076406	50.29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.68E+08	3.96E+08	3.82E+08	3.90E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Morganella morganii	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella	NA	582	SRR2823699	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045909-1_RS42150_20140925_E01-1_experiment	PRJNA231221	SRS1135270	FDAARGOS_172	SRR2823699	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2823699/SRR2823699	52.79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.16E+08	5.00E+08	5.67E+08	6.81E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Staphylococcus epidermidis	clinical isolate	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1282	SRR1609105	ARGOS_000009	v1.4	ILLUMINA	IL100043742_SN180_20140313_L8_experiment	PRJNA231221	SRS719076	FDAARGOS_83	SRR1609105	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1609105/SRR1609105	32.04	0.057656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.39E+08	7.34E+08	3.48E+08	3.47E+08	1250774	ILLUMINA	phenotypic identification	NA	WGS	NA
Yersinia enterocolitica	near neighbor isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	NA	630	SRR5440738	ARGOS_000009	v1.4	PACBIO_SMRT	PL100061990-1_RS42150_20150925_C01-1_experiment	PRJNA231221	SRS2118545	FDAARGOS_357	SRR5440738	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5440738/SRR5440738	46.7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.26E+08	5.32E+08	4.83E+08	4.43E+08	0	PACBIO_SMRT	Phenotypic characterization	NA	WGS	NA
Staphylococcus epidermidis	DSM1679	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1282	SRR13674449	ARGOS_000009	v1.4	PACBIO_SMRT	PL100135821-1_S54024R1_20200430_D01_bc1021-bc1021_experiment	PRJNA231221	SRS8226064	FDAARGOS_1361	SRR13674449	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13674449/SRR13674449	33.13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.93E+08	6.24E+08	3.00E+08	3.03E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Citrobacter koseri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter	NA	545	SRR8984469	ARGOS_000009	v1.4	ILLUMINA	IL100084888_K00134_20170331_L6_experiment	PRJNA231221	SRS4698198	FDAARGOS_646	SRR8984469	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8984469/SRR8984469	53.56	0.014136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.92E+08	4.91E+08	5.68E+08	5.66E+08	299237	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Proteus mirabilis	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus	NA	584	SRR1609111	ARGOS_000009	v1.4	ILLUMINA	IL100043733_SN180_20140313_L8_experiment	PRJNA231221	SRS719078	FDAARGOS_85	SRR1609111	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1609111/SRR1609111	38.37	0.057237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.89E+08	4.87E+08	3.05E+08	3.04E+08	907736	ILLUMINA	phenotypic identification	NA	WGS	NA
Marburg marburgvirus	IRF0328_MARV_CI67	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus	NA	11269	SRR17261988	ARGOS_000009	v1.4	ILLUMINA	IL100144127_M01994_20191220_L1_experiment	PRJNA231221	SRS11339559	FDAARGOS_1170	SRR17261988	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR17261988/SRR17261988	39.79	6.93E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44151780	42754380	29087958	28338993	1	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Listeria monocytogenes	CFSAN006122	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria	NA	1639	SRR1950327	ARGOS_000009	v1.4	ILLUMINA	IL100042693_SN180_20140201_L8_experiment	PRJNA231221	SRS891687	FDAARGOS_58	SRR1950327	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1950327/SRR1950327	37.44	0.022731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.00E+08	3.98E+08	2.39E+08	2.39E+08	290041	ILLUMINA	phenotypic identification	NA	WGS	NA
Campylobacter fetus subsp. testudinum	DSM:105764	cellular organisms; Bacteria; Pseudomonadota; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; Campylobacter fetus	NA	1507806	SRR17117118	ARGOS_000009	v1.4	PACBIO_SMRT	PL100181598-2_S54024R1_20210730_B01_bc1009-bc1009_experiment	PRJNA231221	SRS11211351	FDAARGOS_1591	SRR17117118	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR17117118/SRR17117118	34.09	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14E+08	3.34E+08	1.65E+08	1.70E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Cupriavidus pauculus	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus	NA	82633	SRR2819263	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045852-2_RS42150_20141003_G01-1_experiment	PRJNA231221	SRS1134893	FDAARGOS_126	SRR2819263	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2819263/SRR2819263	63.18	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.27E+08	2.20E+08	4.30E+08	5.08E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Escherichia coli	EcGH2210	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR13182812	ARGOS_000009	v1.4	ILLUMINA	IL100148022_K00134_20191220_L3_experiment	PRJNA231221	SRS7822686	FDAARGOS_1256	SRR13182812	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13182812/SRR13182812	50.44	0.012313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.45E+08	4.24E+08	4.49E+08	4.36E+08	216134	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Klebsiella oxytoca	ATCC 49131	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	571	SRR8178084	ARGOS_000009	v1.4	PACBIO_SMRT	PL100070632-1_RS42150_20160509_C01-1_experiment	PRJNA231221	SRS4033085	FDAARGOS_500	SRR8178084	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8178084/SRR8178084	53.57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.68E+08	3.86E+08	4.67E+08	4.02E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Hafnia alvei	near neighbor isolate	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Hafnia	NA	569	SRR5427947	ARGOS_000009	v1.4	PACBIO_SMRT	PL100061981-1_RS42150_20150918_B02-1_experiment	PRJNA231221	SRS2108670	FDAARGOS_350	SRR5427947	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5427947/SRR5427947	47.76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.22E+08	5.75E+08	5.51E+08	5.43E+08	0	PACBIO_SMRT	Phenotypic characterization	NA	WGS	NA
