organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	representative_genome_acc	representative_genome_org	representative_genome_uniprot_acc	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	assembly_gc_content	length	size_gaps	size_contigs	contig_percentile	contig_momentum	coverage_contigs	cnt_contigs	coverage_gaps	cnt_gaps	gap_percentile	genome_coverage	n50	n75	n90	n95	l50	l75	l90	l95	phred_average	count_major_mutations	count_major_indels	mutation_momentum	indels_momentum	major_mutation_momentum	major_indels_momentum	alignment_anisotropy	overhang_momentum	aligned_momentum	entropic_momentum	reads_unaligned	percent_reads_unaligned	percent_reads_aligned	reads_aligned	assembly_level	rpkm
Staphylococcus aureus		NZ_JYBA02000003	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	33.65%	10956	0	10956	100.00%	240.318091	240	1	0	0	0.00%	240	10956	10956	10956	10956	1	1	1	1	27.537331	0	1	0.011765	0.000046	0	0.012698	36.540708	3.740833	0.360499	0.89454	370329	2.86%	0.26%	33290	Contig	241.487829
Staphylococcus aureus		NZ_JYBA02000002	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	32.16%	449697	0	449697	100.00%	308.553944	308	1	0	0	0.00%	308	449697	449697	449697	449697	1	1	1	1	32.372911	3	0	0.005569	0.000752	0.6951	0	36.40033	39.524182	0.587332	0.934157	370329	2.86%	14.21%	1841001	Contig	325.36251
Staphylococcus aureus		NZ_JYBA02000001	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	32.58%	755655	0	755655	100.00%	295.76602	295	1	0	0	0.00%	295	755655	755655	755655	755655	1	1	1	1	32.522847	15	5	0.005436	1.17E-03	0.76686	0.06449	36.418113	59.175622	0.599622	0.933322	370329	2.86%	23.56%	3051993	Contig	320.991438
Staphylococcus aureus		NZ_CP026956	GCF_001019205.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297295	NCBI	plasmid unnamed3	1	2,870	28.06%	2117	0	2117	100.00%	545.012754	545	1	0	0	0.00%	545	2117	2117	2117	2117	1	1	1	1	34.603684	0	2	0.008602	0.000002	0	0.650957	36.660841	0.097099	0.366673	0.9618	550700	3.99%	0.23%	31164	Complete Genome	1109.96403
Staphylococcus aureus		NZ_CP026955	GCF_001019205.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297295	NCBI	plasmid unnamed2	1	2,870	30.96%	4341	0	4341	100.00%	501.014052	501	1	0	0	0.00%	501	4341	4341	4341	4341	1	1	1	1	34.443216	0	0	0.004498	2.00E-06	0	0	36.466713	0.133366	0.49555	0.962145	550700	3.99%	0.39%	53325	Complete Genome	926.227447
Staphylococcus aureus		NZ_CP026954	GCF_001019205.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297295	NCBI	plasmid unnamed1	1	2,870	25.94%	6318	0	6318	100.00%	545.014245	545	1	0	0	0.00%	545	6318	6318	6318	6318	1	1	1	1	35.055239	1	1	0.005631	0.000003	0.51	0.171779	36.461222	0.107505	0.664239	0.965934	550700	3.99%	0.72%	99368	Complete Genome	1185.88751
Staphylococcus aureus		NZ_CP026953	GCF_001019205.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297295	NCBI	chromosome	1	2,870	32.89%	2834575	0	2834575	100.00%	313.18723	313	1	0	0	0.00%	313	2834575	2834575	2834575	2834575	1	1	1	1	34.052362	9	0	0.004047	2.05E-03	0.515033	0	36.408018	74.289606	0.735462	0.951111	550700	3.99%	94.68%	13078583	Complete Genome	347.895898
Staphylococcus aureus		NZ_JYBB02000004	GCF_001019215.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297311	NCBI	contig	0	2,973	32.21%	396924	103	396821	99.97%	364.751628	364	5	0	2	0.03%	364	394562	394562	394562	394562	1	1	1	1	32.994853	3	1	0.00533	4.79E-04	0.842333	0.015163	36.475396	24.101677	0.616157	0.940935	944363	5.03%	12.17%	2287019	Contig	322.829741
Staphylococcus aureus		NZ_JYBB02000003	GCF_001019215.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297311	NCBI	contig	0	2,973	33.00%	2511156	0	2511156	100.00%	372.937631	372	1	0	0	0.00%	372	2511156	2511156	2511156	2511156	1	1	1	1	33.582505	40	10	0.004519	1.86E-03	0.5913	0.131732	36.412221	93.60966	0.656951	0.951342	944363	5.03%	82.26%	15458406	Contig	344.907105
Staphylococcus aureus		NZ_JYBB02000002	GCF_001019215.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297311	NCBI	contig	0	2,973	51.13%	5138	0	5138	100.00%	26.591865	26	1	0	0	0.00%	26	5138	5138	5138	5138	1	1	1	1	0	0	5	0.033059	0.000082	0	0.05719	38.035422	7.63764	0.230851	0.997682	944363	5.03%	0.00%	114	Contig	1.243145
Staphylococcus aureus		NZ_JYBB02000001	GCF_001019215.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297311	NCBI	contig	0	2,973	32.78%	15556	0	15556	100.00%	318.65171	318	1	0	0	0.00%	318	15556	15556	15556	15556	1	1	1	1	25.929738	0	36	0.014805	8.40E-05	0	0.585321	38.498264	5.886419	0.394127	0.900647	944363	5.03%	0.55%	102433	Contig	368.937739
Staphylococcus aureus		NZ_CP026972	GCF_001019255.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297390	NCBI	plasmid unnamed4	1	2,881	29.11%	3466	0	3466	100.00%	1038.25101	1038	1	0	0	0.00%	1038	3466	3466	3466	3466	1	1	1	1	34.540969	0	0	0.004696	1.00E-06	0	0	36.509233	0.099084	0.483205	0.951878	924154	3.65%	0.37%	92358	Complete Genome	1093.65551
Staphylococcus aureus		NZ_CP026971	GCF_001019255.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297390	NCBI	plasmid unnamed3	1	2,881	28.09%	1641	0	1641	100.00%	1013.34796	1013	1	0	0	0.00%	1013	1641	1641	1641	1641	1	1	1	1	35.176112	0	0	0.004143	0.00E+00	0	0	36.602681	0.03348	0.504421	0.967069	924154	3.65%	0.18%	44556	Complete Genome	1114.37715
Staphylococcus aureus		NZ_CP026970	GCF_001019255.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297390	NCBI	plasmid unnamed2	1	2,881	31.34%	1219	0	1219	100.00%	1831.41509	1831	1	0	0	0.00%	1831	1219	1219	1219	1219	1	1	1	1	34.26169	18	0	0.030101	0	0.9174	0	36.906481	0.021364	0.522864	0.948671	924154	3.65%	0.33%	83857	Complete Genome	2823.38562
Staphylococcus aureus		NZ_CP026969	GCF_001019255.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297390	NCBI	plasmid unnamed1	1	2,881	28.55%	9124	0	9124	100.00%	1112.84119	1112	1	0	0	0.00%	1112	9124	9124	9124	9124	1	1	1	1	35.088996	2	4	0.007806	0.000004	0.537065	0.152701	36.493095	0.125229	0.694251	0.958883	924154	3.65%	1.05%	265679	Complete Genome	1195.10629
Staphylococcus aureus		NZ_CP026968	GCF_001019255.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297390	NCBI	chromosome	1	2,881	32.92%	2840018	0	2840018	100.00%	580.800816	580	1	0	0	0.00%	580	2840018	2840018	2840018	2840018	1	1	1	1	34.401159	221	19	0.00373	0.001801	0.702152	0.632965	36.403565	87.195666	0.668426	0.948307	924154	3.65%	94.42%	23878494	Complete Genome	345.080503
Staphylococcus aureus		NZ_CP026078	GCF_001019275.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297377	NCBI	plasmid unnamed	1	2,686	28.40%	31954	0	31954	100.00%	592.636634	592	1	0	0	0.00%	592	31954	31954	31954	31954	1	1	1	1	33.432734	0	0	0.006287	0.000023	0	0	36.429711	0.583192	0.774768	0.952529	453510	3.79%	4.45%	532889	Complete Genome	1446.9471
Staphylococcus aureus		NZ_CP026077	GCF_001019275.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297377	NCBI	chromosome	1	2,686	32.84%	2697122	0	2697122	100.00%	300.795326	300	1	0	0	0.00%	300	2697122	2697122	2697122	2697122	1	1	1	1	32.980111	2	0	0.004971	0.003196	0.88425	0	36.413641	85.24646	0.767207	0.943184	453510	3.79%	91.77%	10992587	Complete Genome	353.622955
Staphylococcus aureus		NZ_JXZL02000011	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	35.53%	44291	135	44156	99.70%	271.910636	272	1	0	1	0.30%	271	44156	44156	44156	44156	1	1	1	1	30.020584	10	35	0.011552	0.000183	0.967	0.1143	38.005532	10.20981	0.514387	0.921556	1128313	9.47%	1.16%	138713	Contig	290.341592
Staphylococcus aureus		NZ_JXZL02000010	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	36.59%	19302	0	19302	100.00%	70.112372	70	1	0	0	0.00%	70	19302	19302	19302	19302	1	1	1	1	29.467978	10	65	0.019817	0.000149	0.837	0.184215	38.577971	10.80666	0.388165	0.835089	1128313	9.47%	0.11%	13225	Contig	63.518604
Staphylococcus aureus		NZ_JXZL02000009	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	33.18%	893473	0	893473	100.00%	296.975641	296	1	0	0	0.00%	296	893473	893473	893473	893473	1	1	1	1	32.288455	17	4	0.005933	0.001212	0.573129	0.009508	36.428774	62.531849	0.5794	0.944501	1128313	9.47%	29.17%	3475510	Contig	360.615745
Staphylococcus aureus		NZ_JXZL02000008	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	32.46%	1639403	0	1639403	100.00%	262.36504	262	1	0	0	0.00%	262	1639403	1639403	1639403	1639403	1	1	1	1	33.107905	5	40	0.004839	0.001547	0.51534	0.105275	36.388324	79.188757	0.62016	0.94525	1128313	9.47%	46.67%	5561017	Contig	314.46772
Staphylococcus aureus		NZ_JXZL02000007	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	47.76%	6943	0	6943	100.00%	61.258102	61	1	0	0	0.00%	61	6943	6943	6943	6943	1	1	1	1	0	25	39	0.027949	0.000081	1	0.15069	38.617024	5.819014	0.302194	0.845457	1128313	9.47%	0.03%	3669	Contig	48.990077
Staphylococcus aureus		NZ_JXZL02000006	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	42.87%	8139	0	8139	100.00%	94.152107	94	1	0	0	0.00%	94	8139	8139	8139	8139	1	1	1	1	0	0	4	0.021646	6.70E-05	0	0.012587	37.83364	5.259747	0.348284	0.882302	1128313	9.47%	0.06%	7612	Contig	86.703236
Staphylococcus aureus		NZ_JXZL02000005	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	33.49%	300762	0	300762	100.00%	304.908712	304	1	0	0	0.00%	304	300762	300762	300762	300762	1	1	1	1	31.640001	0	1	0.006769	5.16E-04	0	0.001896	36.422796	27.385194	0.559076	0.938741	1128313	9.47%	9.80%	1167378	Contig	359.828961
Staphylococcus aureus		NZ_JXZL02000004	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	31.18%	65007	0	65007	100.00%	337.737521	337	1	0	0	0.00%	337	65007	65007	65007	65007	1	1	1	1	32.353377	45	6	0.007173	9.20E-05	0.610431	0.021447	36.457535	5.507851	0.525756	0.892137	1128313	9.47%	2.84%	338189	Contig	482.288524
Staphylococcus aureus		NZ_JXZL02000003	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	36.39%	5356	0	5356	100.00%	298.180732	298	1	0	0	0.00%	298	5356	5356	5356	5356	1	1	1	1	30.409261	0	0	0.00778	0.000012	0	0	36.505414	0.997236	0.32739	0.942672	1128313	9.47%	0.16%	18784	Contig	325.128534
Staphylococcus aureus		NZ_JXZL02000002	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	39.40%	10982	0	10982	100.00%	312.516117	312	1	0	0	0.00%	312	10982	10982	10982	10982	1	1	1	1	27.345748	0	11	0.012394	4.00E-05	0	0.030747	39.324804	2.582007	0.42193	0.861545	1128313	9.47%	0.44%	52692	Contig	444.806186
Staphylococcus aureus		NZ_JXZL02000001	GCF_001019295.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297463	NCBI	contig	0	3,047	35.24%	10356	0	10356	100.00%	102.048764	102	1	0	0	0.00%	102	10356	10356	10356	10356	1	1	1	1	0	21	81	0.023388	0.000096	0.674238	0.27067	39.258787	7.443514	0.270003	0.920343	1128313	9.47%	0.08%	10006	Contig	89.572776
Staphylococcus aureus		NZ_CP026079	GCF_001019305.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297465	NCBI	chromosome	1	2,785	32.84%	2814696	4	2814692	100.00%	299.624198	299	1	0	1	0.00%	299	2814692	2814692	2814692	2814692	1	1	1	1	33.833488	46	20	0.00406	1.76E-03	0.560296	0.734606	36.422819	75.178554	0.715597	0.949592	878993	6.63%	93.37%	12382895	Complete Genome	355.278154
Staphylococcus aureus		NZ_JXZQ02000003	GCF_001019335.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297594	NCBI	contig	0	2,872	35.79%	5178	4	5174	99.92%	182.567014	182	5	0	1	0.08%	182	4912	4912	4912	5021	1	1	1	2	29.638127	0	13	0.009249	1.90E-05	0	0.343492	40.791812	1.300631	0.381605	0.866265	313361	2.09%	0.08%	11995	Contig	157.960306
Staphylococcus aureus		NZ_JXZQ02000002	GCF_001019335.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297594	NCBI	contig	0	2,872	32.85%	2823664	0	2823664	100.00%	338.799683	338	1	0	0	0.00%	338	2823664	2823664	2823664	2823664	1	1	1	1	33.665137	0	0	0.004269	1.84E-03	0	0	36.414081	88.347742	0.661267	0.952862	313361	2.09%	97.73%	14638841	Contig	353.51141
Staphylococcus aureus		NZ_JXZQ02000001	GCF_001019335.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297594	NCBI	contig	0	2,872	32.77%	7781	0	7781	100.00%	169.683845	169	1	0	0	0.00%	169	7781	7781	7781	7781	1	1	1	1	22.517414	0	32	0.016898	6.10E-05	0	0.521797	37.761342	4.508389	0.33156	0.921857	313361	2.09%	0.10%	14440	Contig	126.543994
Staphylococcus aureus		NZ_JXZT02000003	GCF_001019355.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297657	NCBI	contig	0	2,704	31.43%	11647	0	11647	100.00%	230.090066	230	15	0	0	0.00%	230	10476	10476	10691	11106	1	1	2	5	32.318513	13	72	0.012676	0.000052	0.886923	0.501914	42.606508	1.907026	0.580347	0.874474	1133976	5.19%	0.20%	42640	Contig	176.664172
Staphylococcus aureus		NZ_JXZT02000002	GCF_001019355.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297657	NCBI	contig	0	2,704	32.51%	596258	0	596258	100.00%	395.203605	395	1	0	0	0.00%	395	596258	596258	596258	596258	1	1	1	1	33.125062	13	27	0.005603	0.000631	0.895285	0.145662	36.455083	19.664375	0.756784	0.945602	1133976	5.19%	18.02%	3938741	Contig	318.763485
Staphylococcus aureus		NZ_JXZT02000001	GCF_001019355.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297657	NCBI	contig	0	2,704	33.09%	2135896	0	2135896	100.00%	427.441617	427	1	0	0	0.00%	427	2135896	2135896	2135896	2135896	1	1	1	1	33.199274	12	49	0.005298	1.47E-03	0.543742	0.28531	36.436209	42.608866	0.788666	0.95341	1133976	5.19%	76.60%	16741715	Contig	378.238039
Staphylococcus aureus		NZ_JXZU02000010	GCF_001019375.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297722	NCBI	contig	0	2,770	38.62%	8073	4	8069	99.95%	99.480491	99	6	0	1	0.05%	99	7464	7464	7464	7675	1	1	1	2	31.7176	13	32	0.015022	0.000049	1	0.102624	39.866964	3.245431	0.338551	0.871888	940550	5.94%	0.07%	11645	Contig	96.799087
Staphylococcus aureus		NZ_JXZU02000009	GCF_001019375.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297722	NCBI	contig	0	2,770	37.88%	16295	6	16289	99.96%	113.833875	113	1	0	1	0.04%	113	16289	16289	16289	16289	1	1	1	1	29.814247	9	37	0.016007	0.000113	1	0.123161	38.715311	6.609433	0.465131	0.866137	940550	5.94%	0.15%	24218	Contig	99.735698
Staphylococcus aureus		NZ_JXZU02000008	GCF_001019375.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297722	NCBI	contig	0	2,770	33.59%	109775	0	109775	100.00%	348.473751	348	1	0	0	0.00%	348	109775	109775	109775	109775	1	1	1	1	31.972117	0	7	0.006597	0.000185	0	0.017175	36.556019	8.985139	0.636408	0.93961	940550	5.94%	3.62%	574096	Contig	350.952059
Staphylococcus aureus		NZ_JXZU02000007	GCF_001019375.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297722	NCBI	contig	0	2,770	40.33%	14499	0	14499	100.00%	94.783157	94	1	0	0	0.00%	94	14499	14499	14499	14499	1	1	1	1	0	1	34	0.024108	0.000139	0.531	0.078369	38.512587	8.902037	0.401061	0.90056	940550	5.94%	0.09%	14134	Contig	65.417472
Staphylococcus aureus		NZ_JXZU02000006	GCF_001019375.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297722	NCBI	contig	0	2,770	32.37%	1362047	0	1362047	100.00%	324.659035	324	1	0	0	0.00%	324	1362047	1362047	1362047	1362047	1	1	1	1	33.669399	12	56	0.004425	0.00091	0.839467	0.167116	36.414639	33.040457	0.738888	0.953813	940550	5.94%	42.13%	6673575	Contig	328.801031
Staphylococcus aureus		NZ_JXZU02000005	GCF_001019375.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297722	NCBI	contig	0	2,770	38.58%	18070	0	18070	100.00%	128.735971	128	1	0	0	0.00%	128	18070	18070	18070	18070	1	1	1	1	23.122413	11	53	0.018397	0.000136	0.838182	0.175589	38.848423	8.443762	0.418988	0.875115	940550	5.94%	0.19%	30638	Contig	113.780799
Staphylococcus aureus		NZ_JXZU02000004	GCF_001019375.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297722	NCBI	contig	0	2,770	33.31%	1023212	0	1023212	100.00%	382.195441	382	1	0	0	0.00%	382	1023212	1023212	1023212	1023212	1	1	1	1	33.151131	1	29	0.005171	0.000813	0.66	0.099102	36.464391	29.663223	0.70809	0.954121	940550	5.94%	39.68%	6286468	Contig	412.294749
Staphylococcus aureus		NZ_JXZU02000003	GCF_001019375.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297722	NCBI	contig	0	2,770	33.04%	180672	0	180672	100.00%	352.96425	352	1	0	0	0.00%	352	180672	180672	180672	180672	1	1	1	1	32.538755	13	28	0.006066	0.000211	0.894615	0.071617	36.554552	7.993595	0.676297	0.937584	940550	5.94%	6.14%	972035	Contig	361.042037
Staphylococcus aureus		NZ_JXZU02000002	GCF_001019375.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297722	NCBI	contig	0	2,770	30.49%	2693	0	2693	100.00%	87.266988	87	1	0	0	0.00%	87	2693	2693	2693	2693	1	1	1	1	23.458596	1	13	0.017916	0.000022	0.53	0.042882	38.674712	1.682973	0.196397	0.886873	940550	5.94%	0.02%	2876	Contig	71.667004
